,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
CRISPLD1,0.2232,0.7767999999999999,-1.2471146545404193,6.058573e-06,2.6053605e-05,0.001044932,0.008029869,0.0010449320794148381,0.0068988916534720845,0.15832303,0.307894,Myeloid vs Rest,Myeloid,Rest
LINC02227,0.223,0.777,-1.2482685469344932,1.6113975e-06,2.3351618e-05,0.0,0.005485189,0.0,0.004523863379325947,0.0,0.26932406,Myeloid vs Rest,Myeloid,Rest
AL110292.1,0.2226,0.7774,-1.2505785475164402,3.5020355e-06,2.5840529e-05,0.0,0.00933047,0.0,0.007125084822438383,0.0,0.29579407,Myeloid vs Rest,Myeloid,Rest
PLCXD3,0.2224,0.7776000000000001,-1.2517346586658566,0.00022778657,0.004364054,0.021943575,1.6376164,0.020898641588296758,0.35144763628135706,1.7134769,46.27064,Myeloid vs Rest,Myeloid,Rest
PTPRZ1,0.222,0.778,-1.2540491101145386,5.2940773e-06,2.9237646e-05,0.001044932,0.00921738,0.0010449320794148381,0.0065030536077810615,0.011092698,0.45230168,Myeloid vs Rest,Myeloid,Rest
CCDC3,0.2216,0.7784,-1.256366543719179,2.8184117e-05,0.00022817386,0.00522466,0.07209958,0.00522466039707419,0.04523863379325973,0.23697458,2.6502805,Myeloid vs Rest,Myeloid,Rest
FLNC,0.221,0.779,-1.2598483119410984,8.668241e-05,0.0003180482,0.024033438,0.12978,0.020898641588296758,0.08912010857271843,1.635587,3.5892057,Myeloid vs Rest,Myeloid,Rest
AC104041.1,0.2204,0.7796,-1.2633368578096873,4.5867168e-05,0.00024090057,0.006269592,0.057170633,0.00522466039707419,0.041223705044107925,0.36761394,2.6695008,Myeloid vs Rest,Myeloid,Rest
PPP1R3C,0.2202,0.7798,-1.2645012196704586,6.064909e-05,0.00075084716,0.010449319,0.28839687,0.010449320794148379,0.12299253562541752,0.52317005,7.665676,Myeloid vs Rest,Myeloid,Rest
PDZRN4,0.2194,0.7806,-1.2691662741371927,5.6792865e-06,0.00012580967,0.0,0.041619614,0.0,0.015154942320741991,0.0,1.4400306,Myeloid vs Rest,Myeloid,Rest
FAP,0.2188,0.7812,-1.272673095551679,3.0438653e-06,5.1516865e-05,0.0,0.012327527,0.0,0.008199502375028303,0.0,0.49511454,Myeloid vs Rest,Myeloid,Rest
WT1,0.2188,0.7812,-1.272673095551679,5.1349157e-06,7.4471965e-05,0.0,0.022845473,0.0,0.01962225740782639,0.0,0.8553734,Myeloid vs Rest,Myeloid,Rest
CNN1,0.2184,0.7816,-1.2750148238645465,2.0740157e-05,0.00017823328,0.0073145237,0.099073336,0.007314524555903866,0.04953630400361941,0.13719314,2.0114129,Myeloid vs Rest,Myeloid,Rest
SPARCL1,0.2174,0.7826,-1.2808827018689637,0.0006445931,0.014401077,0.21212095,4.5598283,0.15047021943573646,0.5269735353991404,7.598651,144.46758,Myeloid vs Rest,Myeloid,Rest
L1CAM,0.2166,0.7834,-1.2855910532616612,2.0194573e-06,9.595214e-06,0.0,0.0031667037,0.0,0.002431576566387694,0.0,0.10960296,Myeloid vs Rest,Myeloid,Rest
AC020637.1,0.2166,0.7834,-1.2855910532616612,1.0313428e-05,0.00065120874,0.004179728,0.27770913,0.0041797283176593526,0.06893236824247874,0.34333694,8.020773,Myeloid vs Rest,Myeloid,Rest
GJA4,0.2156,0.7844,-1.2914942216537586,2.559926e-05,0.000817346,0.012539183,0.25610924,0.012539184952978054,0.09630174168739754,0.602613,7.814352,Myeloid vs Rest,Myeloid,Rest
ERBB3,0.2152,0.7847999999999999,-1.2938610462372233,1.0774039e-05,3.6980433e-05,0.0,0.008538798,0.0,0.007351277991404682,0.0,0.37111264,Myeloid vs Rest,Myeloid,Rest
CDH2,0.215,0.785,-1.2950456558819723,0.00021295986,0.0047926153,0.021943575,1.7485704,0.018808777429467082,0.3322777652114703,2.2369785,45.454845,Myeloid vs Rest,Myeloid,Rest
MIR133A1HG,0.2142,0.7858,-1.2997921151512557,4.240179e-05,0.0008054997,0.00522466,0.29388198,0.00522466039707419,0.15533815878760174,0.7358901,8.215515,Myeloid vs Rest,Myeloid,Rest
SLC25A4,0.2128,0.7872,-1.3081295539813265,0.00076128304,0.0027867176,0.166144,0.99756736,0.12957157784743978,0.39301063107889916,7.7649884,30.611813,Myeloid vs Rest,Myeloid,Rest
PTGIS,0.2126,0.7874,-1.3093238782651273,1.5613356e-05,0.0005370635,0.001044932,0.11354991,0.0010449320794148381,0.06480434290884429,0.042650286,5.3971224,Myeloid vs Rest,Myeloid,Rest
AP002989.1,0.2124,0.7876,-1.3105190230130088,1.0334461e-05,0.0002037204,0.0,0.053381786,0.0,0.02646460076905693,0.0,2.1421795,Myeloid vs Rest,Myeloid,Rest
AC008056.1,0.2122,0.7878000000000001,-1.3117149899251475,2.1909634e-06,5.7760666e-05,0.0,0.016229363,0.0,0.0086518887129609,0.0,0.80292434,Myeloid vs Rest,Myeloid,Rest
NEXN,0.212,0.788,-1.312911780706412,0.00043226095,0.00952634,0.0783699,3.2030313,0.06374085684430521,0.4287491517755612,4.517931,87.541214,Myeloid vs Rest,Myeloid,Rest
GJA5,0.2118,0.7882,-1.3141093970663804,1.2130168e-05,9.923288e-05,0.004179728,0.045238737,0.0041797283176593526,0.02561637638543331,0.15859397,1.2414043,Myeloid vs Rest,Myeloid,Rest
ANGPTL4,0.2118,0.7882,-1.3141093970663804,0.00010392761,0.00047851735,0.022988506,0.14086346,0.01462904911180773,0.08357837593304479,0.8980843,4.8205276,Myeloid vs Rest,Myeloid,Rest
RRAD,0.2106,0.7894,-1.321312528713341,6.434004e-05,0.0007141254,0.025078371,0.2688891,0.01985370950888192,0.14148382718841424,0.78373474,6.996568,Myeloid vs Rest,Myeloid,Rest
LDB2,0.2106,0.7894,-1.321312528713341,0.00019622482,0.0032488948,0.021943573,0.5812513,0.01985370950888192,0.21844605292920685,1.6814973,34.14396,Myeloid vs Rest,Myeloid,Rest
HMCN1,0.2102,0.7898000000000001,-1.3237202554973935,3.1000232e-05,0.000511979,0.004179728,0.09788614,0.0031347962382445144,0.06457814973987802,0.09472999,5.563024,Myeloid vs Rest,Myeloid,Rest
TEX26-AS1,0.2098,0.7902,-1.3261313470056766,2.0845112e-06,6.973118e-05,0.0,0.017586507,0.0,0.012553720877629555,0.0,0.7484871,Myeloid vs Rest,Myeloid,Rest
SPSB1,0.2098,0.7902,-1.3261313470056766,3.6123252e-05,0.00019421573,0.012539184,0.07820676,0.010449320794148379,0.04269396064238887,0.23013094,2.58253,Myeloid vs Rest,Myeloid,Rest
AKAP12,0.2094,0.7906,-1.3285458173192792,9.3864095e-05,0.0009513046,0.030303031,0.33702546,0.01985370950888192,0.13068310337027214,1.3289739,10.655509,Myeloid vs Rest,Myeloid,Rest
COL6A6,0.2088,0.7912,-1.3321738890463288,3.9202536e-05,0.00023388438,0.004179728,0.056888014,0.0041797283176593526,0.04693508256050697,0.24911033,2.4932866,Myeloid vs Rest,Myeloid,Rest
ADAMTSL1,0.2084,0.7916,-1.3345968684971976,6.4092215e-05,0.000329609,0.009404387,0.072608605,0.009404388714733541,0.04981904546482728,0.6381463,3.177191,Myeloid vs Rest,Myeloid,Rest
PDGFD,0.2082,0.7918000000000001,-1.3358096430898752,0.00012289776,0.0008048775,0.017763842,0.1814092,0.011494252873563216,0.10009047726758258,1.4234091,9.013897,Myeloid vs Rest,Myeloid,Rest
DEPP1,0.2072,0.7928,-1.341886436981425,5.4286356e-05,0.0009020017,0.01985371,0.42727444,0.018808777429467082,0.11615019226418782,0.51276433,9.418799,Myeloid vs Rest,Myeloid,Rest
ALDH1A3,0.207,0.793,-1.3431043926706419,3.177971e-06,3.8436174e-05,0.0,0.01244062,0.0,0.00876498529744405,0.0,0.49205437,Myeloid vs Rest,Myeloid,Rest
CFAP20,0.2058,0.7942,-1.3504304592976248,5.929707e-05,0.00021059737,0.02403344,0.07577544,0.02403343782654127,0.055304229812260026,0.3077205,1.982843,Myeloid vs Rest,Myeloid,Rest
SNTG2,0.2058,0.7942,-1.3504304592976248,4.2804186e-05,0.00029277412,0.00522466,0.063560665,0.00522466039707419,0.03935761140013596,0.2592354,2.9176252,Myeloid vs Rest,Myeloid,Rest
TMEM132C,0.2054,0.7946,-1.3528795097854986,3.2385095e-05,0.00038146757,0.0031347962,0.09743337,0.0031347962382445144,0.048914272788962085,0.17650256,3.859776,Myeloid vs Rest,Myeloid,Rest
NEBL,0.2052,0.7948,-1.3541053612298866,0.00044290873,0.0069440897,0.07210031,2.2784185,0.06269592476489037,0.4008142954082336,4.809697,63.32233,Myeloid vs Rest,Myeloid,Rest
RSPO4,0.2048,0.7952,-1.3565597259243405,1.8357912e-06,1.7523063e-05,0.001044932,0.004184574,0.0010449320794148381,0.0031101560732865853,0.01453313,0.15758105,Myeloid vs Rest,Myeloid,Rest
LPIN1,0.2042,0.7958000000000001,-1.3602479558566392,0.00019961108,0.0005303742,0.058516216,0.17535906,0.05224660397074196,0.11818593078488426,2.2865672,5.424151,Myeloid vs Rest,Myeloid,Rest
PALLD,0.2042,0.7958000000000001,-1.3602479558566392,0.0007824758,0.011762857,0.13166133,4.6724057,0.11180773249738758,0.4652228002713635,9.700556,124.903076,Myeloid vs Rest,Myeloid,Rest
HTRA3,0.2032,0.7968,-1.3664129539036651,2.7529853e-05,0.0002620128,0.0073145237,0.069724545,0.007314524555903866,0.043372540149287764,0.31631157,2.6110299,Myeloid vs Rest,Myeloid,Rest
PLAT,0.2024,0.7976,-1.3713612443648175,1.9828456e-05,0.00014159904,0.009404388,0.054625854,0.007314524555903866,0.029857498303551413,0.92031634,1.6633247,Myeloid vs Rest,Myeloid,Rest
FAM155A,0.202,0.798,-1.373840863074983,7.589285e-05,0.0005676798,0.0083594555,0.099073805,0.008359456635318703,0.07119429993214145,0.39083812,5.8254204,Myeloid vs Rest,Myeloid,Rest
PPP1R12B,0.2016,0.7984,-1.3763241517219176,0.0010103144,0.0073217726,0.1546498,2.539204,0.12330198537095076,0.4433386111738821,8.847328,73.41155,Myeloid vs Rest,Myeloid,Rest
C1R,0.2014,0.7986,-1.3775671772141407,9.702227e-05,0.0010121169,0.017763844,0.3080171,0.017763845350052244,0.14012666817461628,0.79090095,10.056891,Myeloid vs Rest,Myeloid,Rest
NET1,0.2004,0.7996,-1.3837961960215899,6.592675e-05,0.00019265995,0.012539183,0.06525719,0.012539184952978054,0.0455213752544676,0.6247111,1.7338659,Myeloid vs Rest,Myeloid,Rest
ABCA8,0.1982,0.8018000000000001,-1.3975825403303717,0.00013039408,0.003000215,0.013584115,0.5952218,0.013584117032392892,0.21177335444470022,1.1761414,32.178074,Myeloid vs Rest,Myeloid,Rest
LINC01446,0.1978,0.8022,-1.400101496056944,2.6459538e-06,2.5077006e-05,0.0,0.0074643795,0.0,0.004863153132775395,0.0,0.24898706,Myeloid vs Rest,Myeloid,Rest
LINC01091,0.1974,0.8026,-1.4026242926343817,3.8063914e-05,0.00066854444,0.011494252,0.13402076,0.007314524555903866,0.07085501017869204,0.90064484,6.635615,Myeloid vs Rest,Myeloid,Rest
SRPX,0.1972,0.8028,-1.4038871365001129,6.469607e-05,0.00045877794,0.006269592,0.13136318,0.006269592476489028,0.08210812033476403,0.3676902,4.871588,Myeloid vs Rest,Myeloid,Rest
TSHZ2,0.197,0.8029999999999999,-1.4051509469006533,0.000106613006,0.0014261805,0.011494251,0.26052007,0.011494252873563216,0.12451933951593985,0.6427275,13.258921,Myeloid vs Rest,Myeloid,Rest
ABCC9,0.197,0.8029999999999999,-1.4051509469006533,0.0001827725,0.00406315,0.02507837,0.5094305,0.01985370950888192,0.2598959511422813,0.96961117,36.141632,Myeloid vs Rest,Myeloid,Rest
LINC02137,0.1946,0.8054,-1.4203928396941798,1.5374679e-05,0.0006622273,0.0,0.18112618,0.0,0.09223026464600466,0.0,4.9076047,Myeloid vs Rest,Myeloid,Rest
MGP,0.192,0.808,-1.4370666467862194,0.00042058981,0.0040086852,0.12225693,1.52434,0.10762800417972825,0.3038339742139687,6.1065984,39.183414,Myeloid vs Rest,Myeloid,Rest
WISP2,0.1916,0.8084,-1.4396470801707542,1.6677393e-05,0.00013741807,0.001044932,0.056152873,0.0010449320794148381,0.04263741235014729,0.13570547,1.6455196,Myeloid vs Rest,Myeloid,Rest
LAMA2,0.1906,0.8094,-1.4461162011105986,0.001224731,0.02412061,0.123301886,7.069573,0.10658307210031341,0.5585274824699274,9.401957,223.06516,Myeloid vs Rest,Myeloid,Rest
COL8A1,0.1904,0.8096,-1.4474131360067077,2.5972926e-05,0.00073225866,0.0073145237,0.17309618,0.007314524555903866,0.08634924225288161,0.6470612,7.8476343,Myeloid vs Rest,Myeloid,Rest
CACNA1E,0.1904,0.8096,-1.4474131360067077,3.2254138e-06,9.237397e-05,0.0,0.036134373,0.0,0.02358063786473662,0.0,0.9488419,Myeloid vs Rest,Myeloid,Rest
KCNJ8,0.1894,0.8106,-1.453913492980462,5.4139e-05,0.0007480169,0.010449319,0.14188157,0.010449320794148379,0.09319158561411131,0.30841112,7.792451,Myeloid vs Rest,Myeloid,Rest
AC092343.1,0.1876,0.8124,-1.46568075213841,4.268294e-06,5.0075494e-05,0.0,0.017925793,0.0,0.014702555982809394,0.0,0.5408194,Myeloid vs Rest,Myeloid,Rest
LPL,0.1866,0.8134,-1.4722556637633886,0.0003607692,0.0022504441,0.18390796,0.6727493,0.06687565308254971,0.27674734223026437,3.8813765,20.344841,Myeloid vs Rest,Myeloid,Rest
IGFBP6,0.1862,0.8138,-1.4748932293069628,6.0270584e-05,0.00040393934,0.025078373,0.14583962,0.022988505747126433,0.07464374575887708,1.0317198,4.3415394,Myeloid vs Rest,Myeloid,Rest
SOD3,0.186,0.8140000000000001,-1.4762136508109118,2.2550123e-05,0.00039793475,0.0073145237,0.17993803,0.007314524555903866,0.06734901605971484,0.31197003,4.0595136,Myeloid vs Rest,Myeloid,Rest
PLA2G5,0.1848,0.8152,-1.484159280855307,0.00014906387,0.007962979,0.03970742,0.9552115,0.01985370950888192,0.28596471386563765,0.9483608,77.77983,Myeloid vs Rest,Myeloid,Rest
PLP1,0.1838,0.8162,-1.4908111708950553,3.032083e-06,6.6848836e-05,0.0,0.013288847,0.0,0.004580411671567522,0.0,0.47543463,Myeloid vs Rest,Myeloid,Rest
ATP2B4,0.1834,0.8166,-1.4934797767833832,0.0006125867,0.0018893731,0.12957148,0.5730487,0.08986415882967606,0.29783985523636397,5.982185,19.84348,Myeloid vs Rest,Myeloid,Rest
SORBS2,0.1826,0.8174,-1.4988305604387102,0.00083439884,0.018032314,0.09404385,6.384918,0.07836990595611289,0.47127346754120975,8.322676,179.13312,Myeloid vs Rest,Myeloid,Rest
STC1,0.1798,0.8202,-1.5177030474952362,1.062657e-05,0.00035275865,0.0031347962,0.20363145,0.0031347962382445144,0.05750961320968144,0.049841955,4.3857937,Myeloid vs Rest,Myeloid,Rest
RHOJ,0.1798,0.8202,-1.5177030474952362,3.2887903e-05,0.0007654844,0.0031347962,0.12785758,0.0031347962382445144,0.09522732413480775,0.11953935,7.949035,Myeloid vs Rest,Myeloid,Rest
CSNKA2IP,0.179,0.821,-1.5231372599260211,2.7048048e-07,3.432422e-06,0.0,0.001413707,0.0,0.0011309658448314859,0.0,0.037807424,Myeloid vs Rest,Myeloid,Rest
LINC01088,0.1782,0.8218,-1.52859049746429,4.8892824e-05,0.0005107391,0.006269592,0.14012823,0.006269592476489028,0.08086405790544954,0.49833852,5.9889455,Myeloid vs Rest,Myeloid,Rest
CASQ2,0.177,0.823,-1.5368064237567354,6.816328e-05,0.0013046677,0.014629047,0.4874348,0.013584117032392892,0.241404659579289,1.0781417,13.665606,Myeloid vs Rest,Myeloid,Rest
RERGL,0.1768,0.8231999999999999,-1.5381799899029285,1.3401608e-05,0.00011470902,0.001044932,0.054229986,0.0010449320794148381,0.026408052476815356,0.08707768,1.3003517,Myeloid vs Rest,Myeloid,Rest
TNFRSF19,0.1764,0.8236,-1.540930787033419,4.587015e-05,0.00065700535,0.0073145237,0.24061684,0.007314524555903866,0.1453291110608418,0.5103098,7.505311,Myeloid vs Rest,Myeloid,Rest
RCAN2,0.1746,0.8254,-1.5533704287545507,0.0002261394,0.004223544,0.026123306,1.3759686,0.022988505747126433,0.3831712282288688,1.2213125,45.192398,Myeloid vs Rest,Myeloid,Rest
CARMN,0.1744,0.8256,-1.5547588380253743,0.00014118254,0.0040485426,0.02507837,0.5071153,0.012539184952978054,0.2127912237050487,0.75763834,37.053085,Myeloid vs Rest,Myeloid,Rest
NPTX2,0.1736,0.8264,-1.5603250700761717,6.854485e-06,8.8699475e-05,0.00522466,0.021149036,0.00522466039707419,0.014928749151775693,0.22030087,0.79483575,Myeloid vs Rest,Myeloid,Rest
LEP,0.1718,0.8282,-1.572923615428474,1.0507287e-06,1.1445462e-05,0.0,0.0039018313,0.0,0.002431576566387694,0.0,0.09588701,Myeloid vs Rest,Myeloid,Rest
PRSS23,0.1708,0.8291999999999999,-1.5799680527189641,0.00013517628,0.00086813996,0.034482766,0.17552863,0.027168234064785784,0.11841212395385053,0.59822935,8.721412,Myeloid vs Rest,Myeloid,Rest
NRK,0.1706,0.8294,-1.5813808661949655,3.695589e-06,0.00012246084,0.0,0.021488331,0.0,0.01611626328884876,0.0,1.1026543,Myeloid vs Rest,Myeloid,Rest
THBS4,0.1676,0.8324,-1.6027328588190826,4.2415646e-05,0.0010067272,0.012539184,0.14425656,0.010449320794148379,0.09370052024428542,0.32661355,10.29234,Myeloid vs Rest,Myeloid,Rest
SSUH2,0.164,0.836,-1.6287621362466176,4.4872513e-06,9.199635e-05,0.0,0.03262831,0.0,0.027030083691472678,0.0,0.966169,Myeloid vs Rest,Myeloid,Rest
ACACB,0.164,0.836,-1.6287621362466176,0.000263971,0.0028802343,0.04806689,1.0396886,0.03970741901776387,0.33810223931235034,2.197153,29.648556,Myeloid vs Rest,Myeloid,Rest
LGI4,0.164,0.836,-1.6287621362466176,3.7354584e-05,0.0003054266,0.004179728,0.065031186,0.0041797283176593526,0.05321194299932176,0.109288916,3.05963,Myeloid vs Rest,Myeloid,Rest
HES5,0.1636,0.8364,-1.6316824942171415,1.5562654e-06,2.4176066e-05,0.0,0.009952499,0.0,0.00672924677674736,0.0,0.25868836,Myeloid vs Rest,Myeloid,Rest
DCLK1,0.1568,0.8432,-1.6822330179548648,9.378011e-05,0.0016271205,0.014629046,0.33849555,0.01462904911180773,0.13718615697805403,0.62223136,14.977718,Myeloid vs Rest,Myeloid,Rest
GHR,0.155,0.845,-1.6959114577561198,0.00013827508,0.0012808223,0.014629047,0.3668792,0.010449320794148379,0.20148156525673236,0.6399624,14.166131,Myeloid vs Rest,Myeloid,Rest
NEO1,0.1538,0.8462000000000001,-1.7051026280124573,8.493761e-05,0.00036168133,0.017763846,0.09528523,0.013584117032392892,0.07933725401492721,2.2898743,3.8943088,Myeloid vs Rest,Myeloid,Rest
CCDC85A,0.152,0.848,-1.719000060948608,5.8622365e-05,0.0008339612,0.00522466,0.14776255,0.0041797283176593526,0.09245645781497093,0.42678913,7.5350137,Myeloid vs Rest,Myeloid,Rest
GIPC3,0.1508,0.8492,-1.7283402197180393,9.923073e-07,1.4058931e-05,0.0,0.0050328006,0.0,0.004523863379325947,0.0,0.13820325,Myeloid vs Rest,Myeloid,Rest
LTBP4,0.1506,0.8493999999999999,-1.7299028478853335,0.00012652355,0.00085902197,0.028213171,0.20216349,0.02821316614420062,0.13701651210132929,1.2333419,8.725691,Myeloid vs Rest,Myeloid,Rest
ADAMTS1,0.1504,0.8496,-1.7314671842528204,0.00010907301,0.0013642707,0.04388716,0.6395587,0.038662486938349026,0.17185026012214358,1.4390717,14.388132,Myeloid vs Rest,Myeloid,Rest
NPR3,0.1502,0.8498,-1.7330332335402576,1.212321e-05,0.00017952928,0.0031347962,0.05784924,0.0031347962382445144,0.042411219181180994,0.15292875,2.063705,Myeloid vs Rest,Myeloid,Rest
SLC9C1,0.15,0.85,-1.7346010004861478,3.5992347e-05,0.00035777528,0.001044932,0.07543615,0.0010449320794148381,0.05547387468898475,0.05172931,3.516561,Myeloid vs Rest,Myeloid,Rest
ANGPT2,0.1454,0.8546,-1.7711449010360978,0.0002850179,0.0012904376,0.037617564,0.28477848,0.03239289446185998,0.1751866093643969,2.4494653,11.542611,Myeloid vs Rest,Myeloid,Rest
MID1,0.1426,0.8573999999999999,-1.793860987720624,0.000102070844,0.00077130564,0.009404387,0.16823366,0.009404388714733541,0.10992988011761537,0.57057005,7.4023685,Myeloid vs Rest,Myeloid,Rest
LINC02388,0.1424,0.8576,-1.7954977327743933,1.9505862e-05,0.0013825791,0.0073145237,0.5128897,0.007314524555903866,0.09630174168739754,0.4878152,14.910259,Myeloid vs Rest,Myeloid,Rest
AP003031.2,0.1418,0.8582,-1.8004194995898333,7.9464905e-07,6.0179486e-06,0.0,0.0019226415,0.0,0.0017529970594888028,0.0,0.045542967,Myeloid vs Rest,Myeloid,Rest
CYR61,0.1414,0.8586,-1.8037103432534995,9.7947974e-05,0.0013628175,0.028213171,0.46600777,0.02821316614420062,0.16698710698936756,1.1406214,12.89203,Myeloid vs Rest,Myeloid,Rest
SEMA3G,0.141,0.859,-1.8070089723255474,5.7779785e-06,0.00012144418,0.002089864,0.057283614,0.0020898641588296763,0.03030988464148401,0.04942604,1.3372949,Myeloid vs Rest,Myeloid,Rest
SYNPO2,0.14,0.86,-1.8152899068375872,0.00025605434,0.0044388175,0.028213168,1.2150899,0.021943573667711595,0.39595114227545997,1.6838925,44.808907,Myeloid vs Rest,Myeloid,Rest
GRIK2,0.1358,0.8642,-1.8506209463069327,2.2091226e-05,0.0004045106,0.002089864,0.131872,0.0020898641588296763,0.07617054964939941,0.22234818,4.106656,Myeloid vs Rest,Myeloid,Rest
IGFBP5,0.1334,0.8666,-1.871225312401119,0.000107490996,0.0021125874,0.026123304,0.48212323,0.02403343782654127,0.15245419588328107,1.2024684,19.657398,Myeloid vs Rest,Myeloid,Rest
SEMA3B,0.133,0.867,-1.8746897849048463,2.1285945e-05,0.00011256952,0.0031347962,0.030422907,0.0031347962382445144,0.025220538339742287,0.07834977,1.1625983,Myeloid vs Rest,Myeloid,Rest
LMOD1,0.1322,0.8678,-1.8816452818270948,2.2599288e-05,0.0005841347,0.006269592,0.11145788,0.0041797283176593526,0.0684799819045462,0.33616614,5.833232,Myeloid vs Rest,Myeloid,Rest
CKB,0.131,0.869,-1.8921457372358454,0.00010742021,0.00043459688,0.028213173,0.15420963,0.026123301985370946,0.10862926939605931,1.2718884,4.403345,Myeloid vs Rest,Myeloid,Rest
SOX2,0.1276,0.8724000000000001,-1.9223475965095138,5.8841573e-07,9.815561e-06,0.0,0.002205383,0.0,0.00158335218276408,0.0,0.10756201,Myeloid vs Rest,Myeloid,Rest
ADAMTS5,0.1272,0.8728,-1.9259457164538687,6.0852567e-06,0.00015825893,0.001044932,0.035116475,0.0010449320794148381,0.025672924677674885,0.077402376,1.7115794,Myeloid vs Rest,Myeloid,Rest
LIFR-AS1,0.127,0.873,-1.9277484020956102,9.6018475e-06,8.2591076e-05,0.001044932,0.016398994,0.0010449320794148381,0.014363266229359946,0.105548695,0.8368259,Myeloid vs Rest,Myeloid,Rest
CNKSR3,0.1262,0.8738,-1.9349834986151895,6.927937e-05,0.0006336508,0.006269592,0.20244613,0.006269592476489028,0.12983487898664842,0.49248242,5.813086,Myeloid vs Rest,Myeloid,Rest
LIPE,0.1238,0.8762,-1.956926945766781,3.7563193e-05,0.00023717473,0.006269592,0.06644484,0.006269592476489028,0.049140465957928384,0.32011905,2.177973,Myeloid vs Rest,Myeloid,Rest
CCL26,0.1234,0.8766,-1.9606196068838593,4.9863615e-07,1.4684819e-05,0.0,0.0053720907,0.0,0.004128025333634924,0.0,0.16889417,Myeloid vs Rest,Myeloid,Rest
TPM2,0.1216,0.8784,-1.977365030370696,0.00024179749,0.0024864818,0.07105538,1.0860626,0.06583072100313488,0.31061976928295515,2.388547,24.366934,Myeloid vs Rest,Myeloid,Rest
TMEM100,0.1168,0.8832,-2.0230885308347335,9.38599e-06,8.205256e-05,0.002089864,0.029065777,0.0020898641588296763,0.02211038226645568,0.12661074,0.9029602,Myeloid vs Rest,Myeloid,Rest
ADAMTS9,0.1164,0.8835999999999999,-2.0269718616553134,0.00019241252,0.004719858,0.032392897,0.8052452,0.030303030303030297,0.2744854105406022,1.2396257,46.039875,Myeloid vs Rest,Myeloid,Rest
