,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
SLC35F4,0.2844,0.7156,-0.9227396325180224,2.0178617e-05,6.374079e-05,0.0031347962,0.016342439,0.0031347962382445144,0.014815652567292543,0.39015836,0.7296274,Myeloid vs Rest,Myeloid,Rest
GAS1,0.2844,0.7156,-0.9227396325180224,1.268157e-05,0.00010054017,0.002089864,0.019904967,0.0020898641588296763,0.016681746211264507,0.16986702,0.9396606,Myeloid vs Rest,Myeloid,Rest
PLCB1,0.2842,0.7158,-0.9237225614528202,0.00040862756,0.0020403487,0.08672936,0.39588815,0.038662486938349026,0.19373444921963567,3.316604,21.270973,Myeloid vs Rest,Myeloid,Rest
ROR1,0.2836,0.7163999999999999,-0.9266738542263362,0.00021352703,0.002203484,0.04075236,0.863602,0.03134796238244514,0.2770866319837137,2.8883364,22.280241,Myeloid vs Rest,Myeloid,Rest
BGN,0.283,0.7170000000000001,-0.9296289215676959,4.870594e-05,0.0008017364,0.018808778,0.20255776,0.01567398119122257,0.08414385885546047,0.60932076,6.2649937,Myeloid vs Rest,Myeloid,Rest
COL5A2,0.283,0.7170000000000001,-0.9296289215676959,5.2778323e-05,0.0012780274,0.004179728,0.20674327,0.0041797283176593526,0.11547161275728901,0.27532983,12.679431,Myeloid vs Rest,Myeloid,Rest
PCOLCE,0.2828,0.7172000000000001,-0.9306147862909939,6.43021e-05,0.00041539717,0.016718913,0.094097346,0.01567398119122257,0.06401266681746234,0.59276795,3.9704642,Myeloid vs Rest,Myeloid,Rest
LINC00578,0.2822,0.7178,-0.9335749177903899,9.1912525e-06,3.4295164e-05,0.002089864,0.013571583,0.0020898641588296763,0.009387016512101371,0.1478058,0.3867164,Myeloid vs Rest,Myeloid,Rest
LNX1,0.282,0.718,-0.9345624765766949,8.4178835e-05,0.00049698725,0.012539183,0.082844056,0.007314524555903866,0.05750961320968144,0.35016805,4.758465,Myeloid vs Rest,Myeloid,Rest
PPARG,0.2818,0.7182,-0.935550460764941,0.0003811156,0.0012225094,0.12434688,0.28008452,0.08150470219435739,0.1585048631531303,4.204767,13.239512,Myeloid vs Rest,Myeloid,Rest
MYH6,0.2802,0.7198,-0.9434697399459785,0.000204143,0.0027659694,0.051201686,0.98026526,0.04388714733542323,0.22302646460077497,2.1779292,26.40491,Myeloid vs Rest,Myeloid,Rest
ISYNA1,0.2794,0.7206,-0.9474397295774759,4.6391917e-05,0.0006932546,0.014629047,0.15505727,0.011494252873563216,0.08928975344944313,0.2178191,6.990709,Myeloid vs Rest,Myeloid,Rest
ANKRD2,0.279,0.721,-0.9494273334909156,0.00014936748,0.0012910153,0.021943575,0.47211608,0.017763845350052244,0.14510291789187546,1.9957073,11.916562,Myeloid vs Rest,Myeloid,Rest
DLG1,0.2778,0.7222,-0.9554006563725743,0.0010059158,0.0018560229,0.19540209,0.5166091,0.1421107628004178,0.2906582221216866,10.624062,19.490662,Myeloid vs Rest,Myeloid,Rest
PDGFRA,0.2778,0.7222,-0.9554006563725743,8.924126e-06,9.240284e-05,0.002089864,0.023524055,0.0020898641588296763,0.017360325718163403,0.05928077,0.8928397,Myeloid vs Rest,Myeloid,Rest
SCHLAP1,0.2776,0.7223999999999999,-0.9563977512898185,4.576278e-06,3.060331e-05,0.0,0.007747124,0.0,0.006050667269848464,0.0,0.3522343,Myeloid vs Rest,Myeloid,Rest
CLDN10,0.277,0.723,-0.9593916937016024,4.4119734e-06,1.6852517e-05,0.0,0.005541737,0.0,0.004128025333634924,0.0,0.1646729,Myeloid vs Rest,Myeloid,Rest
KLF5,0.277,0.723,-0.9593916937016024,9.935587e-06,3.1818425e-05,0.0031347962,0.009330473,0.0031347962382445144,0.008199502375028303,0.048625425,0.32873383,Myeloid vs Rest,Myeloid,Rest
ACKR3,0.2766,0.7234,-0.9613898779576612,7.092026e-05,0.00024552085,0.0323929,0.090025775,0.027168234064785784,0.05801854783985561,0.82890135,2.7678974,Myeloid vs Rest,Myeloid,Rest
TENM3,0.2766,0.7234,-0.9613898779576612,0.00011407298,0.00047127547,0.012539183,0.14414316,0.011494252873563216,0.0819950237502809,0.7732624,4.4468207,Myeloid vs Rest,Myeloid,Rest
RHBDL2,0.276,0.724,-0.9643905042488374,6.198548e-05,0.00017789687,0.01985371,0.05259025,0.01462904911180773,0.042298122596697844,0.9925081,2.0123847,Myeloid vs Rest,Myeloid,Rest
ZNF385B,0.276,0.724,-0.9643905042488374,6.0184808e-05,0.0005499441,0.00522466,0.19254853,0.00522466039707419,0.07475684234336022,0.33272815,5.8107924,Myeloid vs Rest,Myeloid,Rest
MYOZ2,0.2758,0.7242,-0.9653916095225221,0.0003658812,0.0028958642,0.06687567,1.1488264,0.0532915360501568,0.3186496267812558,3.2834036,30.040966,Myeloid vs Rest,Myeloid,Rest
FBN1,0.2756,0.7243999999999999,-0.966393164389813,7.296807e-05,0.0010485619,0.017763844,0.24519612,0.017763845350052244,0.11190907034607024,1.0066181,11.131031,Myeloid vs Rest,Myeloid,Rest
RDH10,0.2754,0.7246,-0.9673951696563202,3.482165e-05,0.00016610743,0.012539183,0.0728911,0.012539184952978054,0.04043202895272588,0.49224937,1.8559785,Myeloid vs Rest,Myeloid,Rest
PRELID2,0.2752,0.7248,-0.9683976261292818,0.0007877918,0.0023612853,0.07419017,0.83600885,0.0532915360501568,0.22189549875594333,6.705793,22.694817,Myeloid vs Rest,Myeloid,Rest
GRXCR2,0.275,0.725,-0.969400534617571,6.782104e-05,0.00095876376,0.004179728,0.3518414,0.0031347962382445144,0.1289866546030247,0.2345053,9.2504835,Myeloid vs Rest,Myeloid,Rest
TCF21,0.2748,0.7252000000000001,-0.9704038959317002,1.0706874e-05,0.0001448919,0.0031347962,0.03703917,0.0031347962382445144,0.028047952951821022,0.14992827,1.6139762,Myeloid vs Rest,Myeloid,Rest
WFDC2,0.2746,0.7254,-0.9714077108838237,1.8787632e-06,1.4111661e-05,0.001044932,0.0055417367,0.0010449320794148381,0.004636959963809096,0.02771703,0.1252281,Myeloid vs Rest,Myeloid,Rest
SCN7A,0.2744,0.7256,-0.9724119802877467,8.3038474e-05,0.0024631931,0.012539183,0.40539008,0.012539184952978054,0.16308527482469842,1.185624,26.131424,Myeloid vs Rest,Myeloid,Rest
NREP-AS1,0.2742,0.7258,-0.9734167049589268,1.2191322e-05,3.142926e-05,0.0,0.0088780895,0.0,0.006616150192264211,0.0,0.32703748,Myeloid vs Rest,Myeloid,Rest
TLL1,0.2728,0.7272000000000001,-0.9804625939884464,1.3339578e-05,7.901871e-05,0.001044932,0.022619292,0.0010449320794148381,0.015550780366433014,0.04003571,1.2027335,Myeloid vs Rest,Myeloid,Rest
ADIRF,0.2726,0.7274,-0.9814709903542654,0.00014884652,0.0026038962,0.096133694,1.2510647,0.06583072100313488,0.22308301289301655,1.8611363,28.571081,Myeloid vs Rest,Myeloid,Rest
COL3A1,0.2724,0.7276,-0.9824798494017064,6.3748994e-05,0.001025082,0.017763846,0.18666841,0.013584117032392892,0.10851617281157618,0.8258399,9.815151,Myeloid vs Rest,Myeloid,Rest
GEM,0.272,0.728,-0.984498958872247,8.731851e-05,0.00043283057,0.02821317,0.12276769,0.020898641588296758,0.07645329111060725,0.45015684,4.321354,Myeloid vs Rest,Myeloid,Rest
DES,0.271,0.729,-0.9895548879460099,0.00083451316,0.0033055774,0.2058514,1.150914,0.1483803552769068,0.3796086858176509,8.471258,34.239,Myeloid vs Rest,Myeloid,Rest
ATP6V1FNB,0.271,0.729,-0.9895548879460099,2.641777e-06,2.4857098e-05,0.001044932,0.012214431,0.0010449320794148381,0.006955439945713659,0.024021426,0.24448626,Myeloid vs Rest,Myeloid,Rest
FLNC-AS1,0.2708,0.7292000000000001,-0.9905674785524258,2.3980498e-05,0.00031994676,0.00522466,0.14340745,0.00522466039707419,0.05406016738294538,0.39814484,2.931913,Myeloid vs Rest,Myeloid,Rest
GPAT2,0.2702,0.7298,-0.9936080751690113,2.0943942e-05,0.0005200835,0.013584115,0.111683816,0.013584117032392892,0.06016738294503545,0.21560542,5.256276,Myeloid vs Rest,Myeloid,Rest
LMOD2,0.27,0.73,-0.9946225518056557,0.00016414083,0.0015717052,0.03343783,0.55026335,0.030303030303030297,0.20713639448089052,1.5904354,14.068799,Myeloid vs Rest,Myeloid,Rest
NNAT,0.2684,0.7316,-1.0027554878300318,2.5896018e-06,1.330792e-05,0.0,0.0039018313,0.0,0.003279800950011308,0.0,0.12180481,Myeloid vs Rest,Myeloid,Rest
PLN,0.2682,0.7318,-1.0037742581168572,0.0005116785,0.0027771746,0.13270627,1.0072925,0.10344827586206891,0.3201198823795362,6.6048717,30.390722,Myeloid vs Rest,Myeloid,Rest
HIGD1B,0.2678,0.7322,-1.0058132437452356,8.670471e-05,0.001443004,0.020898644,0.20583822,0.017763845350052244,0.10467088893914957,0.65779567,11.624605,Myeloid vs Rest,Myeloid,Rest
GPC5,0.2668,0.7332000000000001,-1.0109191780816662,0.00013678819,0.0014038753,0.022988508,0.41268528,0.01985370950888192,0.14301063107893694,1.7413738,12.375155,Myeloid vs Rest,Myeloid,Rest
CRYAB,0.2666,0.7334,-1.0119418240183649,0.0010950045,0.0031045584,0.31243426,0.9595674,0.1943573667711595,0.3636620674055327,14.844312,30.777422,Myeloid vs Rest,Myeloid,Rest
PPP1R42,0.2664,0.7336,-1.0129649583698908,2.8877434e-05,0.00032271325,0.006269592,0.10783856,0.006269592476489028,0.06401266681746234,0.3392644,3.0685425,Myeloid vs Rest,Myeloid,Rest
NOX4,0.266,0.734,-1.0150126958628105,1.5548343e-05,0.00032940027,0.0031347962,0.07928115,0.0031347962382445144,0.039527256276860684,0.25765866,3.7187972,Myeloid vs Rest,Myeloid,Rest
BACH2,0.2646,0.7354,-1.0221952929914642,0.00020304136,0.0005907352,0.016718913,0.14165534,0.011494252873563216,0.09364397195204385,0.5081285,6.334659,Myeloid vs Rest,Myeloid,Rest
VWA1,0.2642,0.7358,-1.024251926322986,6.854909e-06,0.00013213536,0.0031347962,0.0508372,0.0031347962382445144,0.03743496946392242,0.044701554,1.3546185,Myeloid vs Rest,Myeloid,Rest
LINC02107,0.2636,0.7363999999999999,-1.0273406223738806,3.7287093e-06,1.4905408e-05,0.0,0.004636962,0.0,0.003901832164668625,0.0,0.15863939,Myeloid vs Rest,Myeloid,Rest
ENPP1,0.2632,0.7368,-1.0294022610682187,4.8645783e-05,0.0003471004,0.004179728,0.048462097,0.0041797283176593526,0.03969690115358541,0.3561099,3.730106,Myeloid vs Rest,Myeloid,Rest
RASD1,0.2626,0.7374,-1.0324984994117787,6.775088e-05,0.0006524775,0.043887153,0.20317951,0.030303030303030297,0.07385206966749513,0.7687897,5.8048077,Myeloid vs Rest,Myeloid,Rest
C1S,0.262,0.738,-1.0355992962215728,0.00022946062,0.00095040724,0.0417973,0.25147417,0.04075235109717871,0.14985297444016832,2.4312232,9.797037,Myeloid vs Rest,Myeloid,Rest
WFDC1,0.2612,0.7388,-1.0397408261734333,6.18407e-06,5.4584165e-05,0.001044932,0.022675848,0.0010449320794148381,0.012327527708663256,0.008530058,0.507503,Myeloid vs Rest,Myeloid,Rest
PPARGC1A,0.2612,0.7388,-1.0397408261734333,0.00013756557,0.0013282301,0.016718911,0.5317712,0.01567398119122257,0.2148835105179872,1.5196693,13.798194,Myeloid vs Rest,Myeloid,Rest
HSPB6,0.261,0.739,-1.0407774888431325,4.573798e-05,0.00020075282,0.016718913,0.07583188,0.01462904911180773,0.05128930106310822,0.49881202,1.8556756,Myeloid vs Rest,Myeloid,Rest
AL365434.1,0.2604,0.7396,-1.0438905642969207,1.1031749e-05,0.00013369283,0.001044932,0.045634624,0.0010449320794148381,0.029518208550101965,0.07916152,1.016892,Myeloid vs Rest,Myeloid,Rest
NLGN4X,0.2602,0.7398,-1.0449292884051409,3.6307185e-05,0.00031612162,0.0031347962,0.06259929,0.0031347962382445144,0.0361343587423662,0.27232558,3.002924,Myeloid vs Rest,Myeloid,Rest
CADPS,0.2594,0.7405999999999999,-1.0490893715492335,0.00013706145,0.00097511895,0.021943575,0.4234832,0.017763845350052244,0.17903189323682445,2.798422,11.385472,Myeloid vs Rest,Myeloid,Rest
COL1A1,0.2592,0.7408,-1.050130693772524,3.8544404e-05,0.00047494116,0.00522466,0.10687744,0.0041797283176593526,0.06842343361230463,0.10597159,5.007159,Myeloid vs Rest,Myeloid,Rest
ABI3BP,0.2578,0.7422,-1.0574346328051087,0.00013203935,0.0007803601,0.020898644,0.21562153,0.011494252873563216,0.11976928296764816,1.0424583,8.431541,Myeloid vs Rest,Myeloid,Rest
NRXN3,0.257,0.743,-1.0616199343709845,8.743787e-05,0.00071320083,0.014629046,0.26023635,0.013584117032392892,0.07758425695543861,0.8532324,8.786498,Myeloid vs Rest,Myeloid,Rest
AP001021.1,0.2566,0.7434000000000001,-1.0637157801621635,6.716924e-07,8.988681e-06,0.0,0.002827414,0.0,0.001809545351730377,0.0,0.07952052,Myeloid vs Rest,Myeloid,Rest
VEGFD,0.2562,0.7438,-1.0658137664408047,6.2719286e-05,0.000196371,0.013584116,0.057396922,0.011494252873563216,0.04738746889843957,0.96205604,2.3283966,Myeloid vs Rest,Myeloid,Rest
LMCD1-AS1,0.2554,0.7445999999999999,-1.07001619211594,0.00023229931,0.0007090932,0.04388715,0.21296406,0.022988505747126433,0.11779009273919329,2.0538003,7.6447067,Myeloid vs Rest,Myeloid,Rest
CGNL1,0.2546,0.7454000000000001,-1.0742272750601707,3.3855704e-05,0.00032452206,0.004179728,0.08307034,0.0041797283176593526,0.06259895951142315,0.18088616,3.3223808,Myeloid vs Rest,Myeloid,Rest
LINC02248,0.2546,0.7454000000000001,-1.0742272750601707,4.486588e-05,0.0012402799,0.006269592,0.4579235,0.00522466039707419,0.14832617054964561,0.4688355,12.122627,Myeloid vs Rest,Myeloid,Rest
OBSCN,0.2544,0.7456,-1.0752814060092564,0.00016516753,0.0022931574,0.01985371,0.8451092,0.01985370950888192,0.2827414612078691,1.1649606,22.383781,Myeloid vs Rest,Myeloid,Rest
CTGF,0.2544,0.7456,-1.0752814060092564,8.209614e-05,0.0005930131,0.019853711,0.19978683,0.018808777429467082,0.08516172811580869,1.3138758,6.1598988,Myeloid vs Rest,Myeloid,Rest
PKN2-AS1,0.2536,0.7464,-1.0795034009355295,6.754601e-05,0.0003061865,0.0073145237,0.118865274,0.007314524555903866,0.049875593757068855,0.4682795,3.3800738,Myeloid vs Rest,Myeloid,Rest
PTPRF,0.2534,0.7465999999999999,-1.0805602725241994,9.852567e-06,7.182572e-05,0.001044932,0.023806792,0.0010449320794148381,0.01600316670436561,0.037186194,0.674468,Myeloid vs Rest,Myeloid,Rest
MT1E,0.253,0.747,-1.082675670266487,0.00017420111,0.001076983,0.16091946,0.47991848,0.07001044932079421,0.16138882605745097,2.1877704,10.631976,Myeloid vs Rest,Myeloid,Rest
PNPLA2,0.2526,0.7474000000000001,-1.0847932809264282,0.0001759516,0.00032322478,0.089864105,0.115586355,0.08463949843260189,0.08866772223478589,1.7785889,3.266438,Myeloid vs Rest,Myeloid,Rest
PTGER3,0.2526,0.7474000000000001,-1.0847932809264282,0.00012817337,8.663629e-05,0.013584116,0.02126214,0.011494252873563216,0.013175752092286877,1.5671543,0.84810615,Myeloid vs Rest,Myeloid,Rest
PTN,0.252,0.748,-1.087973864149499,2.8219181e-05,0.000352555,0.006269592,0.08940354,0.006269592476489028,0.04925356254241153,0.70755225,3.693443,Myeloid vs Rest,Myeloid,Rest
SELP,0.2518,0.7482,-1.0890351739551511,2.597504e-06,2.4310486e-05,0.001044932,0.014023972,0.0010449320794148381,0.009839402850033969,0.01453313,0.33831772,Myeloid vs Rest,Myeloid,Rest
AC139720.1,0.2518,0.7482,-1.0890351739551511,5.911101e-05,0.0007195129,0.002089864,0.2453666,0.0020898641588296763,0.13582899796425607,0.21987954,8.0821085,Myeloid vs Rest,Myeloid,Rest
LRRC10B,0.2504,0.7496,-1.0964800651026156,3.8452137e-07,1.8872463e-05,0.0,0.0071250913,0.0,0.004636959963809096,0.0,0.14550206,Myeloid vs Rest,Myeloid,Rest
FYB2,0.2488,0.7512,-1.1050225401481375,3.8289025e-05,0.00097279233,0.004179728,0.38062295,0.0041797283176593526,0.17552589911784638,0.2954936,9.831319,Myeloid vs Rest,Myeloid,Rest
CPE,0.2476,0.7524,-1.1114535295195158,0.00010896007,0.0013458963,0.01985371,0.3112968,0.01985370950888192,0.12695091608232775,0.4913108,13.322192,Myeloid vs Rest,Myeloid,Rest
SGPP2,0.2474,0.7525999999999999,-1.112527391067849,2.4957535e-05,0.00014331678,0.0031347962,0.05196816,0.0031347962382445144,0.03958380456910226,0.33664727,1.4694245,Myeloid vs Rest,Myeloid,Rest
BCKDHB,0.2468,0.7532,-1.1157524775098129,0.0002944467,0.0006960289,0.04911182,0.22987308,0.04179728317659355,0.15584709341777597,3.420269,7.6589684,Myeloid vs Rest,Myeloid,Rest
UGP2,0.2468,0.7532,-1.1157524775098129,0.0008668811,0.0014700319,0.270637,0.4156744,0.2068965517241375,0.2600090477267644,8.671267,14.087378,Myeloid vs Rest,Myeloid,Rest
LINC00881,0.2466,0.7534,-1.1168286772493587,5.994133e-05,0.000879632,0.010449319,0.27686176,0.010449320794148379,0.13814747794616092,0.9536183,8.064266,Myeloid vs Rest,Myeloid,Rest
RIMS1,0.2462,0.7538,-1.1189828397314168,2.7379287e-05,0.000604017,0.0031347962,0.054116976,0.0020898641588296763,0.03483374802080998,0.26769096,5.539514,Myeloid vs Rest,Myeloid,Rest
COL4A3,0.2458,0.7542,-1.1211393602679232,6.9498485e-05,0.0005465023,0.0073145237,0.11496376,0.007314524555903866,0.07068536530196734,0.59521824,5.369639,Myeloid vs Rest,Myeloid,Rest
WISP1,0.2454,0.7545999999999999,-1.1232982477556575,2.9867122e-06,0.0001121943,0.001044932,0.016398996,0.0010449320794148381,0.012440624293146406,0.01595316,1.232301,Myeloid vs Rest,Myeloid,Rest
NTN1,0.2452,0.7548,-1.1243785818978482,0.00010908195,0.0008268405,0.014629046,0.24559243,0.01462904911180773,0.12282289074869282,1.0138088,8.09641,Myeloid vs Rest,Myeloid,Rest
RSBN1,0.2448,0.7552,-1.126541036584973,0.00023758512,0.00035649832,0.06792059,0.110553704,0.06165099268547553,0.09567971047274029,3.1074798,4.0706887,Myeloid vs Rest,Myeloid,Rest
PLCL1,0.2444,0.7556,-1.1287058806479005,0.001745844,0.0073139076,0.1859978,1.8513529,0.11703239289446175,0.42038000452381125,16.027023,65.25984,Myeloid vs Rest,Myeloid,Rest
MYO18B,0.2444,0.7556,-1.1287058806479005,0.00012509989,0.0026905388,0.022988508,1.2203556,0.021943573667711595,0.30021488351050923,1.8713208,30.150131,Myeloid vs Rest,Myeloid,Rest
UGDH,0.2434,0.7565999999999999,-1.134128503777892,7.272248e-05,0.00019875323,0.030303035,0.057453502,0.027168234064785784,0.046030309884641775,0.8570832,2.092314,Myeloid vs Rest,Myeloid,Rest
PCOLCE2,0.2434,0.7565999999999999,-1.134128503777892,7.900937e-05,0.0005225871,0.014629046,0.17626327,0.01462904911180773,0.09890296313050966,0.9723754,5.7348895,Myeloid vs Rest,Myeloid,Rest
AC011632.1,0.2434,0.7565999999999999,-1.134128503777892,1.5795304e-06,1.2650605e-05,0.0,0.002601221,0.0,0.0019226419362135256,0.0,0.15282437,Myeloid vs Rest,Myeloid,Rest
MYOM1,0.2432,0.7568,-1.135214839740767,0.0005051486,0.009439505,0.07314524,3.3996584,0.06374085684430521,0.3960642388599431,4.6438155,88.35111,Myeloid vs Rest,Myeloid,Rest
BMP6,0.2426,0.7574,-1.138477490940693,1.9451241e-05,7.805092e-05,0.001044932,0.015437675,0.0010449320794148381,0.011026916987107038,0.02511856,0.8048336,Myeloid vs Rest,Myeloid,Rest
NRAP,0.2426,0.7574,-1.138477490940693,0.00010004686,0.0020589372,0.016718911,0.7324096,0.016718913270637407,0.24615471612758186,1.1238205,18.392542,Myeloid vs Rest,Myeloid,Rest
IFRD1,0.2418,0.7582,-1.1428362367341822,0.00041686458,0.000796172,0.18390784,0.2291948,0.13375130616509912,0.1702103596471377,3.9042017,6.84784,Myeloid vs Rest,Myeloid,Rest
SPON1,0.2414,0.7585999999999999,-1.1450192923485252,4.5232064e-05,0.00043669148,0.006269592,0.090421684,0.006269592476489028,0.05999773806831073,0.21542339,4.588685,Myeloid vs Rest,Myeloid,Rest
CILP,0.2406,0.7594,-1.1493928158626552,1.7192073e-06,7.474904e-05,0.0,0.01866092,0.0,0.011479303325039636,0.0,0.79861283,Myeloid vs Rest,Myeloid,Rest
MECOM,0.2406,0.7594,-1.1493928158626552,0.00020382745,0.0024460412,0.032392897,0.44287753,0.02821316614420062,0.1949219633567089,2.1035132,25.030136,Myeloid vs Rest,Myeloid,Rest
ACVR1C,0.2396,0.7604,-1.1548737157877267,2.2071663e-05,8.43501e-05,0.002089864,0.022675827,0.0020898641588296763,0.017982356932820725,0.12008183,0.9042269,Myeloid vs Rest,Myeloid,Rest
EMCN,0.2394,0.7605999999999999,-1.1559717737467081,0.00010422236,0.0014976343,0.015673978,0.35726997,0.01567398119122257,0.1656299479755696,0.6574479,14.9349,Myeloid vs Rest,Myeloid,Rest
PTCHD1-AS,0.239,0.761,-1.1581697772297763,4.438925e-05,0.000159253,0.006269592,0.049988963,0.006269592476489028,0.03850938701651234,0.39468423,1.946125,Myeloid vs Rest,Myeloid,Rest
HS6ST3,0.2384,0.7616,-1.1614715194699052,4.4918033e-05,0.00046180602,0.006269592,0.12678194,0.006269592476489028,0.05406016738294538,0.51879156,3.6458817,Myeloid vs Rest,Myeloid,Rest
SNED1,0.2384,0.7616,-1.1614715194699052,0.0001589322,0.0008676402,0.019853711,0.18791266,0.017763845350052244,0.11236145668400278,0.88354176,8.353101,Myeloid vs Rest,Myeloid,Rest
GALNT17,0.2376,0.7624,-1.1658827358804356,8.0060694e-05,0.0023795397,0.004179728,0.92557913,0.0041797283176593526,0.24983035512328466,0.47856015,25.273819,Myeloid vs Rest,Myeloid,Rest
LPP,0.2368,0.7632,-1.1703041879972227,0.004012092,0.011632056,0.8589325,2.7297425,0.406478578892375,0.6317009726304982,45.582565,116.84441,Myeloid vs Rest,Myeloid,Rest
PI15,0.2362,0.7638,-1.1736270417835848,6.4850553e-07,3.4975506e-05,0.0,0.0062768618,0.0,0.0028839629043202883,0.0,0.27208394,Myeloid vs Rest,Myeloid,Rest
EIF4E,0.235,0.765,-1.1802902902010817,0.00042785527,0.0006782905,0.14420053,0.20035459,0.11598746081504692,0.15997511875141143,3.2033103,6.954145,Myeloid vs Rest,Myeloid,Rest
AL109930.1,0.2342,0.7658,-1.1847455582392696,1.8306255e-05,0.00057717407,0.002089864,0.09398401,0.0020898641588296763,0.05417326396742853,0.08739796,5.9680486,Myeloid vs Rest,Myeloid,Rest
OTOGL,0.234,0.766,-1.1858610247026784,1.05111085e-05,0.00019239493,0.001044932,0.05524794,0.0010449320794148381,0.03409862022166951,0.021067178,1.7084247,Myeloid vs Rest,Myeloid,Rest
MAL,0.2324,0.7676000000000001,-1.1948087091541484,2.1908494e-05,4.541427e-05,0.0031347962,0.012836455,0.0031347962382445144,0.010800723818140739,0.26348925,0.47795746,Myeloid vs Rest,Myeloid,Rest
RYR2,0.232,0.768,-1.1970523313987482,0.0026533878,0.071120225,0.3500518,27.888199,0.19540229885057434,0.5235806378646471,29.591137,709.8599,Myeloid vs Rest,Myeloid,Rest
MATN2,0.2318,0.7682,-1.198175154882959,6.6651344e-05,0.0002836341,0.004179728,0.06740617,0.0041797283176593526,0.05422981225967011,0.20027827,3.1406145,Myeloid vs Rest,Myeloid,Rest
VEGFC,0.2316,0.7684,-1.1992986550317246,1.0970678e-05,0.00029604012,0.002089864,0.08335275,0.0020898641588296763,0.04863153132775421,0.0141517,2.8397515,Myeloid vs Rest,Myeloid,Rest
COL6A3,0.2316,0.7684,-1.1992986550317246,5.9824408e-05,0.0011107472,0.0083594555,0.22042757,0.008359456635318703,0.1060280479529472,0.2934589,9.960571,Myeloid vs Rest,Myeloid,Rest
OTUD7A,0.2306,0.7694,-1.2049263521152431,9.194608e-05,0.00038474528,0.018808777,0.097660124,0.01462904911180773,0.07306039357611319,0.8177082,4.2370543,Myeloid vs Rest,Myeloid,Rest
SLC2A4,0.228,0.772,-1.2196388901640551,6.623002e-05,0.00055762863,0.0073145237,0.15381396,0.007314524555903866,0.11711151323229448,0.3208365,5.211716,Myeloid vs Rest,Myeloid,Rest
AKR1C2,0.228,0.772,-1.2196388901640551,9.748225e-06,0.000112160145,0.0,0.029913992,0.0,0.01973535399230954,0.0,1.0631332,Myeloid vs Rest,Myeloid,Rest
THBS2,0.2272,0.7727999999999999,-1.2241895649771868,5.1721313e-06,0.00017506574,0.001044932,0.048971016,0.0010449320794148381,0.029009273919927792,0.030643169,2.1027524,Myeloid vs Rest,Myeloid,Rest
FGF7,0.227,0.773,-1.2253289999897674,8.463555e-05,0.00047755637,0.015673978,0.13305978,0.01567398119122257,0.08663198371408945,0.6279862,5.0727053,Myeloid vs Rest,Myeloid,Rest
EFEMP1,0.2262,0.7738,-1.2298938472989647,2.97334e-05,0.00033992942,0.0031347962,0.09709426,0.0031347962382445144,0.05230717032345657,0.041836042,2.9863055,Myeloid vs Rest,Myeloid,Rest
NECTIN3-AS1,0.226,0.774,-1.2310368429895513,2.9533485e-05,8.238195e-05,0.002089864,0.017303761,0.0020898641588296763,0.014363266229359946,0.13694265,0.7373347,Myeloid vs Rest,Myeloid,Rest
AC009271.1,0.2256,0.7744,-1.2333249849254464,1.0829651e-06,4.075151e-05,0.0,0.005202446,0.0,0.0040149287491517745,0.0,0.46726805,Myeloid vs Rest,Myeloid,Rest
SERPINE2,0.2256,0.7744,-1.2333249849254464,2.4299687e-05,0.00032201363,0.00522466,0.108403794,0.00522466039707419,0.05196788057000712,0.28864548,3.1477,Myeloid vs Rest,Myeloid,Rest
MAPK4,0.2254,0.7746,-1.2344701340192936,2.8762048e-05,0.00051485654,0.0031347962,0.19526389,0.0031347962382445144,0.1149626781271149,0.3568462,5.217913,Myeloid vs Rest,Myeloid,Rest
KCNE4,0.2246,0.7754,-1.239057951305459,3.5572823e-05,0.0007040017,0.0073145237,0.08646321,0.007314524555903866,0.060563220990726474,0.24613482,5.7572002,Myeloid vs Rest,Myeloid,Rest
EGFR,0.2246,0.7754,-1.239057951305459,6.921951e-05,0.0012963021,0.006269592,0.21912777,0.006269592476489028,0.12700746437456933,0.2907294,12.20966,Myeloid vs Rest,Myeloid,Rest
IGFBP3,0.2244,0.7756000000000001,-1.2402067180499206,4.3732907e-05,0.00094542134,0.015673978,0.30875313,0.01462904911180773,0.07945035059941034,0.64687043,7.0564356,Myeloid vs Rest,Myeloid,Rest
CYP3A5,0.224,0.776,-1.2425064365719205,5.5887227e-05,0.00021002245,0.012539183,0.06723667,0.012539184952978054,0.057226871748473566,0.586295,2.5076606,Myeloid vs Rest,Myeloid,Rest
DNAJC27,0.2238,0.7762,-1.243657391257507,9.9082834e-05,0.00027152532,0.022988508,0.07272198,0.01985370950888192,0.06316444243383883,1.1300105,2.7113345,Myeloid vs Rest,Myeloid,Rest
C15orf41,0.2238,0.7762,-1.243657391257507,0.00038713522,0.0039160703,0.040752366,1.2671787,0.037617554858934185,0.30620900248811395,3.0832286,35.727257,Myeloid vs Rest,Myeloid,Rest
KLHL4,0.2236,0.7764,-1.2448090781711518,1.302492e-05,5.412197e-05,0.0,0.01589006,0.0,0.012553720877629555,0.0,0.7348734,Myeloid vs Rest,Myeloid,Rest
